Name,Species,Type,Gender,Origin,Status,location,Image,Character URL
Scary Brandon,Humanoid,Monster,Male,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",Alive,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/304.jpeg,https://rickandmortyapi.com/api/character/304
Scary Glenn,Humanoid,Monster,Male,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",Alive,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/305.jpeg,https://rickandmortyapi.com/api/character/305
Scary Terry,Humanoid,Monster,Male,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",Alive,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/306.jpeg,https://rickandmortyapi.com/api/character/306
Scroopy Noopers,Alien,Plutonian,Male,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",Alive,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",https://rickandmortyapi.com/api/character/avatar/307.jpeg,https://rickandmortyapi.com/api/character/307
Scropon,Alien,Lobster-Alien,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/308.jpeg,https://rickandmortyapi.com/api/character/308
Scrotian,Animal,Scrotian,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Signus 5 Expanse', 'url': 'https://rickandmortyapi.com/api/location/22'}",https://rickandmortyapi.com/api/character/avatar/309.jpeg,https://rickandmortyapi.com/api/character/309
Self-Congratulatory Jerry,Mytholog,,Male,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",unknown,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/310.jpeg,https://rickandmortyapi.com/api/character/310
Shimshamian,Alien,Shimshamian,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/311.jpeg,https://rickandmortyapi.com/api/character/311
Shlaammi,Alien,,unknown,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/312.jpeg,https://rickandmortyapi.com/api/character/312
Shleemypants,unknown,Omniscient being,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/313.jpeg,https://rickandmortyapi.com/api/character/313
Shmlamantha Shmlicelli,Human,,Female,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/314.jpeg,https://rickandmortyapi.com/api/character/314
Shmlangela Shmlobinson-Shmlower,Human,,Female,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/315.jpeg,https://rickandmortyapi.com/api/character/315
Shmlona Shmlobinson,Human,,Female,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/316.jpeg,https://rickandmortyapi.com/api/character/316
Shmlonathan Shmlower,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/317.jpeg,https://rickandmortyapi.com/api/character/317
Shmlony Shmlicelli,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/318.jpeg,https://rickandmortyapi.com/api/character/318
Shmooglite Runner,Alien,Animal,Male,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",unknown,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/319.jpeg,https://rickandmortyapi.com/api/character/319
Shnoopy Bloopers,Alien,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Immortality Field Resort', 'url': 'https://rickandmortyapi.com/api/location/7'}",https://rickandmortyapi.com/api/character/avatar/320.jpeg,https://rickandmortyapi.com/api/character/320
Shrimply Pibbles,Alien,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/321.jpeg,https://rickandmortyapi.com/api/character/321
Simple Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/322.jpeg,https://rickandmortyapi.com/api/character/322
Slaveowner,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",Dead,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/323.jpeg,https://rickandmortyapi.com/api/character/323
Sleepy Gary,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/324.jpeg,https://rickandmortyapi.com/api/character/324
Slick Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/325.jpeg,https://rickandmortyapi.com/api/character/325
Slippery Stair,Animal,Slug,Male,"{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/326.jpeg,https://rickandmortyapi.com/api/character/326
Slow Mobius,Humanoid,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/327.jpeg,https://rickandmortyapi.com/api/character/327
Slow Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/328.jpeg,https://rickandmortyapi.com/api/character/328
Snuffles (Snowball),Animal,Intelligent dog,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/329.jpeg,https://rickandmortyapi.com/api/character/329
Solicitor Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/330.jpeg,https://rickandmortyapi.com/api/character/330
Squanchy,Alien,Cat-like creature,Male,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",unknown,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/331.jpeg,https://rickandmortyapi.com/api/character/331
Stacy,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/332.jpeg,https://rickandmortyapi.com/api/character/332
Stair Goblin,Alien,Stair goblin,Genderless,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}",https://rickandmortyapi.com/api/character/avatar/333.jpeg,https://rickandmortyapi.com/api/character/333
Stealy,Poopybutthole,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/334.jpeg,https://rickandmortyapi.com/api/character/334
Steve,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/335.jpeg,https://rickandmortyapi.com/api/character/335
Steven Phillips,Alien,Unknown-nippled alien,Male,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",Alive,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",https://rickandmortyapi.com/api/character/avatar/336.jpeg,https://rickandmortyapi.com/api/character/336
Stu,Alien,Zigerion,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': ""Zigerion's Base"", 'url': 'https://rickandmortyapi.com/api/location/46'}",https://rickandmortyapi.com/api/character/avatar/337.jpeg,https://rickandmortyapi.com/api/character/337
Supernova,Human,Superhuman,Female,"{'name': 'unknown', 'url': ''}",Alive,"{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/340.jpeg,https://rickandmortyapi.com/api/character/340
Taddy Mason,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/341.jpeg,https://rickandmortyapi.com/api/character/341
Taint Washer,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",Alive,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/342.jpeg,https://rickandmortyapi.com/api/character/342
Tammy Guetermann,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/344.jpeg,https://rickandmortyapi.com/api/character/344
Teacher Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/345.jpeg,https://rickandmortyapi.com/api/character/345
Terry,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/346.jpeg,https://rickandmortyapi.com/api/character/346
The President,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/347.jpeg,https://rickandmortyapi.com/api/character/347
The President of the Miniverse,Humanoid,Miniverse inhabitant,Male,"{'name': ""Zeep Xanflorp's Miniverse"", 'url': 'https://rickandmortyapi.com/api/location/49'}",Dead,"{'name': ""Zeep Xanflorp's Miniverse"", 'url': 'https://rickandmortyapi.com/api/location/49'}",https://rickandmortyapi.com/api/character/avatar/348.jpeg,https://rickandmortyapi.com/api/character/348
The Scientist Formerly Known as Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/349.jpeg,https://rickandmortyapi.com/api/character/349
Thomas Lipkip,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",unknown,"{'name': 'Froopyland', 'url': 'https://rickandmortyapi.com/api/location/63'}",https://rickandmortyapi.com/api/character/avatar/350.jpeg,https://rickandmortyapi.com/api/character/350
Three Unknown Things,Alien,,unknown,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/351.jpeg,https://rickandmortyapi.com/api/character/351
Tinkles,Alien,"Parasite, Unicorn lamb",Female,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/352.jpeg,https://rickandmortyapi.com/api/character/352
Tiny Rick,Human,Clone,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/353.jpeg,https://rickandmortyapi.com/api/character/353
Toby Matthews,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/354.jpeg,https://rickandmortyapi.com/api/character/354
Todd Crystal,Alien,Unknown-nippled alien,Male,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",Alive,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",https://rickandmortyapi.com/api/character/avatar/355.jpeg,https://rickandmortyapi.com/api/character/355
Tom Randolph,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/356.jpeg,https://rickandmortyapi.com/api/character/356
Tommy's Clone,Human,Clone,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/357.jpeg,https://rickandmortyapi.com/api/character/357
Tophat Jones,Humanoid,Leprechaun,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/358.jpeg,https://rickandmortyapi.com/api/character/358
Tortured Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/359.jpeg,https://rickandmortyapi.com/api/character/359
Toxic Morty,Humanoid,Morty's toxic side,Male,"{'name': 'Detoxifier', 'url': 'https://rickandmortyapi.com/api/location/64'}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/360.jpeg,https://rickandmortyapi.com/api/character/360
Toxic Rick,Humanoid,Rick's toxic side,Male,"{'name': 'Detoxifier', 'url': 'https://rickandmortyapi.com/api/location/64'}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/361.jpeg,https://rickandmortyapi.com/api/character/361
Traflorkian,Alien,Traflorkian,unknown,"{'name': 'unknown', 'url': ''}",Alive,"{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/362.jpeg,https://rickandmortyapi.com/api/character/362
Trandor,Alien,Krootabulan,Male,"{'name': 'Krootabulon', 'url': 'https://rickandmortyapi.com/api/location/45'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/363.jpeg,https://rickandmortyapi.com/api/character/363
Tree Person,Humanoid,Teenyverse inhabitant,unknown,"{'name': ""Kyle's Teenyverse"", 'url': 'https://rickandmortyapi.com/api/location/50'}",Dead,"{'name': ""Kyle's Teenyverse"", 'url': 'https://rickandmortyapi.com/api/location/50'}",https://rickandmortyapi.com/api/character/avatar/364.jpeg,https://rickandmortyapi.com/api/character/364
Tricia Lange,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/365.jpeg,https://rickandmortyapi.com/api/character/365
Trunk Morty,Humanoid,Trunk-Person,Male,"{'name': 'Trunk World', 'url': 'https://rickandmortyapi.com/api/location/65'}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/366.jpeg,https://rickandmortyapi.com/api/character/366
Trunk Man,Humanoid,Trunk-Person,Male,"{'name': 'Trunk World', 'url': 'https://rickandmortyapi.com/api/location/65'}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/367.jpeg,https://rickandmortyapi.com/api/character/367
Truth Tortoise,Animal,Omniscient being,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/368.jpeg,https://rickandmortyapi.com/api/character/368
Tusked Assassin,Alien,Tuskfish,Male,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",unknown,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/369.jpeg,https://rickandmortyapi.com/api/character/369
Two Guys with Handlebar Mustaches,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/370.jpeg,https://rickandmortyapi.com/api/character/370
Tumblorkian,Alien,Tumblorkian,Male,"{'name': 'Plopstar', 'url': 'https://rickandmortyapi.com/api/location/66'}",Alive,"{'name': 'Plopstar', 'url': 'https://rickandmortyapi.com/api/location/66'}",https://rickandmortyapi.com/api/character/avatar/371.jpeg,https://rickandmortyapi.com/api/character/371
Unity,Alien,Hivemind,Genderless,"{'name': 'unknown', 'url': ''}",Alive,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",https://rickandmortyapi.com/api/character/avatar/372.jpeg,https://rickandmortyapi.com/api/character/372
Unmuscular Michael,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/373.jpeg,https://rickandmortyapi.com/api/character/373
Vampire Master,Vampire,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/374.jpeg,https://rickandmortyapi.com/api/character/374
Vance Maximus,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/375.jpeg,https://rickandmortyapi.com/api/character/375
Veronica Ann Bennet,Alien,Gazorpian,Female,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",Alive,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",https://rickandmortyapi.com/api/character/avatar/376.jpeg,https://rickandmortyapi.com/api/character/376
Voltematron,Alien,Parasite,unknown,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/377.jpeg,https://rickandmortyapi.com/api/character/377
Wall Crawling Rick,Humanoid,Lizard-Person,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/378.jpeg,https://rickandmortyapi.com/api/character/378
Wedding Bartender,Alien,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/379.jpeg,https://rickandmortyapi.com/api/character/379
Weird Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/380.jpeg,https://rickandmortyapi.com/api/character/380
Woman Rick,Alien,Chair,Female,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/381.jpeg,https://rickandmortyapi.com/api/character/381
Worldender,Alien,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/382.jpeg,https://rickandmortyapi.com/api/character/382
Yaarb,Alien,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/383.jpeg,https://rickandmortyapi.com/api/character/383
Yellow Headed Doctor,Alien,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/384.jpeg,https://rickandmortyapi.com/api/character/384
Yellow Shirt Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/385.jpeg,https://rickandmortyapi.com/api/character/385
Zarbadar Gloonch,Alien,Drumbloxian,Female,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/386.jpeg,https://rickandmortyapi.com/api/character/386
Zarbadar's Mytholog,Mytholog,,Female,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",unknown,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/387.jpeg,https://rickandmortyapi.com/api/character/387
Zeep Xanflorp,Humanoid,Microverse inhabitant,Male,"{'name': ""Rick's Battery Microverse"", 'url': 'https://rickandmortyapi.com/api/location/24'}",Alive,"{'name': ""Rick's Battery Microverse"", 'url': 'https://rickandmortyapi.com/api/location/24'}",https://rickandmortyapi.com/api/character/avatar/388.jpeg,https://rickandmortyapi.com/api/character/388
Zeta Alpha Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/389.jpeg,https://rickandmortyapi.com/api/character/389
Zick Zack,Alien,Floop Floopian,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/390.jpeg,https://rickandmortyapi.com/api/character/390
Uncle Steve,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/391.jpeg,https://rickandmortyapi.com/api/character/391
Bearded Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/392.jpeg,https://rickandmortyapi.com/api/character/392
Roy,Human,Game,Male,"{'name': 'Roy: A Life Well Lived', 'url': 'https://rickandmortyapi.com/api/location/32'}",Alive,"{'name': 'Roy: A Life Well Lived', 'url': 'https://rickandmortyapi.com/api/location/32'}",https://rickandmortyapi.com/api/character/avatar/393.jpeg,https://rickandmortyapi.com/api/character/393
Greebybobe,Alien,Greebybobe,unknown,"{'name': 'Girvonesk', 'url': 'https://rickandmortyapi.com/api/location/68'}",Alive,"{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/395.jpeg,https://rickandmortyapi.com/api/character/395
Scary Teacher,Humanoid,Monster,Male,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",Alive,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/396.jpeg,https://rickandmortyapi.com/api/character/396
Fido,Animal,Dog,Male,"{'name': ""Snuffles' Dream"", 'url': 'https://rickandmortyapi.com/api/location/70'}",Alive,"{'name': ""Snuffles' Dream"", 'url': 'https://rickandmortyapi.com/api/location/70'}",https://rickandmortyapi.com/api/character/avatar/397.jpeg,https://rickandmortyapi.com/api/character/397
Accountant dog,Animal,Dog,Male,"{'name': ""Snuffles' Dream"", 'url': 'https://rickandmortyapi.com/api/location/70'}",Alive,"{'name': ""Snuffles' Dream"", 'url': 'https://rickandmortyapi.com/api/location/70'}",https://rickandmortyapi.com/api/character/avatar/398.jpeg,https://rickandmortyapi.com/api/character/398
Tiny-persons advocacy group lawyer,Humanoid,Giant,Male,"{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}",Alive,"{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}",https://rickandmortyapi.com/api/character/avatar/399.jpeg,https://rickandmortyapi.com/api/character/399
Giant Judge,Humanoid,Giant,Male,"{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}",Alive,"{'name': ""Giant's Town"", 'url': 'https://rickandmortyapi.com/api/location/14'}",https://rickandmortyapi.com/api/character/avatar/400.jpeg,https://rickandmortyapi.com/api/character/400
Morty Jr's interviewer,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/401.jpeg,https://rickandmortyapi.com/api/character/401
Guy from The Bachelor,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/402.jpeg,https://rickandmortyapi.com/api/character/402
